FID,Water,BH,Shape_Leng,Frequency,slope,Buildng,NDVI,Winding,Sport,Life,Education,Finance,Traffic,Public,Scenery,Food,POI,SVI,GVI,VW,VEI,light,POIden,OrigLen,BH_1,FREQUENC_1,SUM_C_INTR,SUM_C_BUIL,SUM_C_NDVI,SUM_C_POI,SUM_C_WIND,SUM_C_SLOP,SUM_C_WATE,SUM_C_SVI,SUM_C_GVI,SUM_C_VW,SUM_C_LIGH,SUM_C_POID,Score,startX,startY,endX,endY,Total,dij_W1,distance,score_ori,dis_ori,toatl_ori1,toatl_ori2
6009,420.3267637,6010,43.86387218,8,3.045208266,18751.34647,49.55734939,2,2,25,9,3,6,1,1,11,2.324461339,0.107996112,0.23741179,0.417311503,0.760718758,45020,9195368.153,43.86387218,6010,2,16.52979932,-0.000363524,0.078237535,7.29916309,-0.942560096,-3.027659275,0.010751875,-13.85254727,-27.17525383,4.724788933,1.07E-05,-5.21E-07,2.565673019,120.1750396,30.3168318,120.1754336,30.3168364,3.378204916,8.434326981,1.316693472,13.6880224,43.86387217,112.5403533,600.4096648
6010,121.4106055,6011,63.58988231,28,2.880800089,17015.98374,41.48598131,2,1,24,8,11,11,0,0,18,2.282903386,0.195967309,0.161174883,0.42947699,0.788318178,61997.25,10247084.88,63.58988231,6011,1,5.069328186,-0.000456298,0.430396863,7.359681392,-5.290368868,-2.071501413,-0.160457567,352.1321162,98.30769045,5.018634886,-0.00011956,-1.37E-06,3.901580086,120.161261,30.3169135,120.1618321,30.3169244,5.693042501,7.098419914,1.459163307,61.49162048,63.58988231,248.1010185,3910.244909
6011,71.13576396,6012,52.78923252,20,3.008459904,18058.45285,29.61124527,2,1,23,10,11,9,0,0,28,2.230110339,0.176397209,0.152374741,0.416853973,0.797876373,60262.33333,10595756.05,52.78923252,6012,2,-6.679707029,-0.000445892,0.388096309,7.339970461,-5.282069396,-2.246304005,-0.085671922,297.8781635,129.2155318,4.931608308,-9.72E-05,-1.30E-06,3.423270129,120.1618321,30.3169244,120.1623062,30.3169334,4.728071144,7.576729871,1.381156311,44.37595614,52.78923253,180.7118029,2342.572667
6012,5.615299101,6013,31.67172944,8,3.130481761,14006.71606,40.15851031,4,0,5,1,1,4,0,0,13,1.7634893,0.14680378,0.160777772,0.2887076,0.806152219,61192,10647195.33,31.67172944,6013,1,-6.859349434,-0.000445733,0.387449535,7.339669081,-5.281942497,-2.248976732,-0.084528451,297.0486221,129.6881117,4.930277674,-9.69E-05,-1.30E-06,3.102235736,120.1627501,30.3169419,120.1630345,30.3169473,3.811520083,7.897764264,1.228636508,32.88818167,31.67172944,98.25317089,1041.625592
6013,7.508035579,6014,4.35352625,8,3.121153409,12633.7997,39.66822046,2,0,5,2,1,4,0,0,16,1.749867762,0.149951025,0.156256942,0.285404574,0.806099642,61192,10714649.49,4.35352625,6014,1,-6.859349434,-0.000445733,0.387449535,7.339669081,-5.281942497,-2.248976732,-0.084528451,297.0486221,129.6881117,4.930277674,-9.69E-05,-1.30E-06,3.409404254,120.162711,30.3169412,120.1627501,30.3169419,3.516229581,7.590595746,1.03133255,43.87978484,4.35352625,14.84293092,191.0317951
6014,79.15127973,6015,33.10939166,8,2.741250849,18156.74047,93.66836839,3,1,8,1,0,0,0,0,7,1.519728462,0.101754012,0.244162077,0.204193153,0.72653052,57084.5,5881590.253,33.10939166,6015,1,17.14342556,-0.000391301,0.06113745,7.300811498,-1.432859305,-2.809172742,0.008104664,37.86861882,-26.45650363,4.737430561,8.54E-06,-8.38E-07,2.44651881,120.1713805,30.3169468,120.1712007,30.3167469,3.031285567,8.55348119,1.239019931,9.424252817,33.10939166,81.00274948,312.0312776
6015,30.99334298,6016,55.90925665,8,3.149636161,12455.6267,42.25300457,3,1,4,2,0,4,0,0,3,2.182005815,0.144339665,0.168264031,0.280076789,0.80623851,61665.16667,10499161.57,55.90925665,6016,1,-6.859349434,-0.000445733,0.387449535,7.339669081,-5.281942497,-2.248976732,-0.084528451,297.0486221,129.6881117,4.930277674,-9.69E-05,-1.30E-06,3.326112051,120.1630345,30.3169473,120.1635366,30.3169575,4.668831835,7.673887949,1.403690484,40.89928787,55.90925665,185.9604523,2286.648782
6016,348.8575602,6017,99.8666695,4,2.75578711,23688.76361,42.67277003,4,9,24,2,4,11,1,1,28,2.306576712,0.169496167,0.167944481,0.330918619,0.759885596,42641.83333,8762786.057,99.8666695,6017,1,14.52819521,-0.000347486,0.084219388,7.298572279,-0.322515636,-3.133279314,0.00583754,-21.83274408,-27.55936979,4.719057428,1.03E-05,-3.50E-07,2.447137463,120.1764197,30.3179641,120.176072,30.3174717,4.211939735,8.552862537,1.72117006,9.446390469,99.8666695,244.3874682,943.3795549
6017,369.591622,6018,29.4774,4,3.085252887,14618.70505,41.73111157,2,5,12,6,2,9,1,1,10,2.612962577,0.12106711,0.210338829,0.384813229,0.763949974,47256.2,8343616.973,29.4774,6018,1,14.52819521,-0.000347486,0.084219388,7.298572279,-0.322515636,-3.133279314,0.00583754,-21.83274408,-27.55936979,4.719057428,1.03E-05,-3.50E-07,2.597482018,120.1760583,30.3169707,120.1763231,30.3169707,3.150195296,8.402517982,1.212788106,14.82626369,29.4774,76.56701644,437.0397053
6018,307.0901859,6019,27.61834456,4,2.960443559,12401.66255,41.52966419,2,5,11,4,0,10,1,1,7,2.45119315,0.139382045,0.207134621,0.295095021,0.763217587,45904.5,7474300.694,27.61834456,6019,1,14.52819521,-0.000347486,0.084219388,7.298572279,-0.322515636,-3.133279314,0.00583754,-21.83274408,-27.55936979,4.719057428,1.03E-05,-3.50E-07,2.573839227,120.1765923,30.3170066,120.1768391,30.3169846,3.086962899,8.426160773,1.199361198,13.98023893,27.61834456,71.08517861,386.1110558
6019,254.4204032,6020,31.58222144,56,3.639838558,3448.913531,160.4168293,4,0,1,1,0,6,2,0,0,1.570950594,0.301054579,0.190899752,0.099201836,0.739711637,41937.25,4463652.379,31.58222144,6020,1,5.069328186,-0.000456298,0.430396863,7.359681392,-5.290368868,-2.071501413,-0.160457567,352.1321162,98.30769045,5.018634886,-0.00011956,-1.37E-06,5.780418517,120.1592787,30.3169832,120.1593451,30.3167497,7.098296381,5.219581483,1.227990043,128.7232711,31.58222145,182.5584577,4065.366854
6020,282.0048684,6021,30.45083675,4,2.879096377,12187.61178,49.28650933,2,5,10,6,0,11,1,1,8,2.478211608,0.136719081,0.223877821,0.248617954,0.76000436,45904.5,7106811.353,30.45083675,6021,1,14.52819521,-0.000347486,0.084219388,7.298572279,-0.322515636,-3.133279314,0.00583754,-21.83274408,-27.55936979,4.719057428,1.03E-05,-3.50E-07,2.588906509,120.1768429,30.3167473,120.1768391,30.3169846,3.157996546,8.411093491,1.21981869,14.5194009,30.45083675,78.83436947,442.1279065
6021,100.449317,6022,104.8716218,8,3.318420835,15120.64817,40.6694308,2,5,4,8,0,4,0,0,16,2.084868488,0.144785978,0.1766234,0.269635524,0.801942609,79347.2,10616049.92,104.8716218,6022,1,-6.859349434,-0.000445733,0.387449535,7.339669081,-5.281942497,-2.248976732,-0.084528451,297.0486221,129.6881117,4.930277674,-9.69E-05,-1.30E-06,3.209238815,120.1635366,30.3169575,120.1644781,30.3169861,5.639653153,7.790761185,1.757318005,36.71713977,104.8716218,336.5580793,3850.585996
6022,140.3143881,6023,40.15392803,16,2.478894111,17220.18277,80.36935378,2,2,12,2,0,0,1,0,8,1.803074189,0.143894739,0.209562894,0.186226382,0.74170254,55833.5,5792883.872,40.15392803,6023,1,17.14342556,-0.000391301,0.06113745,7.300811498,-1.432859305,-2.809172742,0.008104664,37.86861882,-26.45650363,4.737430561,8.54E-06,-8.38E-07,2.635916221,120.1707765,30.3169931,120.1708441,30.3166857,3.400064749,8.364083779,1.28989864,16.20157881,40.15392803,105.8423902,650.5570295
6023,101.7559557,6024,18.09219403,20,3.000343136,16518.29467,22.28941965,2,1,26,13,12,11,0,0,29,2.259737003,0.18472893,0.146166147,0.469983616,0.795775611,61997.25,10828321.68,18.09219403,6024,1,5.069328186,-0.000456298,0.430396863,7.359681392,-5.290368868,-2.071501413,-0.160457567,352.1321162,98.30769045,5.018634886,-0.00011956,-1.37E-06,3.585091675,120.1618333,30.3170654,120.1618321,30.3169244,4.053158342,7.414908325,1.130559191,50.16651771,18.09219402,64.86217416,907.6223717
6024,73.85547095,6025,21.19683526,4,2.682583749,17079.6971,96.62424191,3,0,7,1,0,1,1,0,2,1.78067213,0.095301523,0.250129979,0.208206932,0.731400435,56548,6160344.838,21.19683526,6025,1,17.14342556,-0.000391301,0.06113745,7.300811498,-1.432859305,-2.809172742,0.008104664,37.86861882,-26.45650363,4.737430561,8.54E-06,-8.38E-07,2.502628731,120.1713587,30.3171103,120.1713805,30.3169468,2.885486534,8.497371269,1.152982261,11.4320692,21.19683526,53.04780893,242.3236875
6025,380.6638963,6026,48.66435686,8,2.974617255,17636.39602,37.93478051,8,6,19,2,3,8,1,1,14,2.416401314,0.114198902,0.220314882,0.42417579,0.761434037,45020,9154974.701,48.66435686,6026,1,14.52819521,-0.000347486,0.084219388,7.298572279,-0.322515636,-3.133279314,0.00583754,-21.83274408,-27.55936979,4.719057428,1.03E-05,-3.50E-07,2.469693191,120.1756813,30.3171338,120.1754336,30.3168364,3.337456106,8.530306809,1.351364663,10.25351617,48.66435686,120.1860308,498.98077
6026,61.15397391,6027,12.15124971,4,3.237835429,12140.3913,36.04714997,2,1,25,11,11,8,0,0,30,2.200559892,0.163376675,0.128184834,0.431725349,0.79966192,61273.8,12267537.94,12.15124971,6027,1,-6.859349434,-0.000445733,0.387449535,7.339669081,-5.281942497,-2.248976732,-0.084528451,297.0486221,129.6881117,4.930277674,-9.69E-05,-1.30E-06,3.308028935,120.1623042,30.3172206,120.1623035,30.3173153,3.597981322,7.691971065,1.087651104,40.2522084,12.15124971,40.19668564,489.1146356
6027,136.6379168,6028,111.7065648,4,4.569446838,4674.113515,116.7091076,3,0,5,0,0,4,0,0,0,0.99107606,0.322259965,0.107442167,0.233483616,0.733171062,31884,2418941.584,111.7065648,6028,1,4.115805543,-0.000245842,0.088600534,7.298832655,0.015495569,-3.500686642,0.015417831,5.225426389,-2.218892175,4.700867695,1.05E-05,2.86E-08,2.452672317,120.1864223,30.3171523,120.1874216,30.3172243,4.431201231,8.547327683,1.80668294,9.644447583,111.7065648,273.9795991,1077.348109
6028,154.3586764,6029,32.04342491,16,2.245206753,15240.29724,83.29644658,2,2,12,1,0,1,1,0,8,1.883074189,0.152022537,0.208388792,0.185393442,0.751172331,55833.5,6633383.328,32.04342491,6029,1,17.14342556,-0.000391301,0.06113745,7.300811498,-1.432859305,-2.809172742,0.008104664,37.86861882,-26.45650363,4.737430561,8.54E-06,-8.38E-07,2.69009801,120.1707225,30.3172384,120.1707765,30.3169931,3.312374319,8.30990199,1.231321055,18.14039965,32.04342492,86.19995361,581.2805342
6029,193.7519023,6030,20.45205373,4,4.50749364,2709.659184,106.0270056,2,0,4,0,0,4,0,0,0,1,0.321710848,0.092591053,0.204747682,0.727698558,34870.6,2347573.504,20.45205373,6030,1,4.115805543,-0.000245842,0.088600534,7.298832655,0.015495569,-3.500686642,0.015417831,5.225426389,-2.218892175,4.700867695,1.05E-05,2.86E-08,2.46966001,120.1874216,30.3172243,120.1876035,30.3172467,2.834189545,8.53033999,1.147603125,10.25232885,20.45205372,50.50961919,209.6811804
6030,57.06948587,6031,38.97305271,8,4.589829666,6145.334377,119.9299023,2,0,6,0,0,5,0,0,0,0.994030211,0.313178797,0.136506662,0.259834462,0.742036274,28203.4,2636427.889,38.97305271,6031,2,4.537592951,-0.000251692,0.091465328,7.298722706,0.011311368,-3.482763928,0.0150255,5.396023152,-5.414392,4.701497773,9.78E-06,1.92E-08,2.423738394,120.1863626,30.3172533,120.1860125,30.3172528,3.105705289,8.576261606,1.281369844,8.609086947,38.97305271,94.46048418,335.5223994
6031,97.87534721,6032,55.5013602,4,4.561334977,5315.611576,118.2511958,4,0,5,0,0,4,0,0,0,0.99107606,0.316115709,0.123547103,0.24718983,0.735859269,28622.2,2535031.837,55.5013602,6032,1,4.115805543,-0.000245842,0.088600534,7.298832655,0.015495569,-3.500686642,0.015417831,5.225426389,-2.218892175,4.700867695,1.05E-05,2.86E-08,2.435649901,120.1868606,30.3172669,120.1863626,30.3172533,3.41172315,8.564350099,1.400744478,9.035323847,55.5013602,135.1818825,501.4727634
6032,57.70461421,6033,4.166674545,4,3.281956271,11117.19589,36.30024019,2,1,25,13,11,8,0,0,30,2.215538587,0.164010436,0.125394065,0.488856112,0.799228469,60217.25,12530104.85,4.166674545,6033,1,-6.859349434,-0.000445733,0.387449535,7.339669081,-5.281942497,-2.248976732,-0.084528451,297.0486221,129.6881117,4.930277674,-9.69E-05,-1.30E-06,3.328312138,120.1623035,30.3173153,120.1622669,30.3173221,3.428105004,7.671687862,1.029983025,40.97801495,4.166674545,13.86799346,170.7420518
6033,77.59577018,6034,45.41455679,4,3.305800637,13068.98564,31.66061813,5,1,28,13,12,12,0,0,32,2.239702149,0.171568215,0.135402883,0.496563255,0.797149107,60262.33333,12011211.71,45.41455679,6034,1,-6.859349434,-0.000445733,0.387449535,7.339669081,-5.281942497,-2.248976732,-0.084528451,297.0486221,129.6881117,4.930277674,-9.69E-05,-1.30E-06,2.886193201,120.1619831,30.3173244,120.1623042,30.3172206,3.832556302,8.113806799,1.327893192,25.15739652,45.41455679,131.075185,1142.512013
6034,437.6586391,6035,69.63160353,4,3.796105809,23205.27651,30.45801527,2,5,20,3,0,5,0,0,2,1.803205007,0.203220255,0.112214213,0.189181818,0.781185918,103059.5,11721849.38,69.63160353,6035,2,21.28133622,-0.00041558,0.05685428,7.304270209,-3.090684921,-2.60810563,0.002157724,70.13736824,-9.330838109,4.756914927,-1.13E-05,-1.05E-06,2.520365357,120.1671801,30.3172669,120.1678017,30.3173275,3.787603164,8.479634643,1.502799248,12.06674997,69.63160353,175.4970813,840.2271498
6035,116.2468673,6036,33.79796954,24,3.145746562,14181.78532,24.24345118,2,1,29,13,13,15,0,0,32,2.262265183,0.182119257,0.134463908,0.50127114,0.793560414,61997.25,11671201.44,33.79796954,6036,1,5.069328186,-0.000456298,0.430396863,7.359681392,-5.290368868,-2.071501413,-0.160457567,352.1321162,98.30769045,5.018634886,-0.00011956,-1.37E-06,3.479808653,120.1618356,30.3173288,120.1618333,30.3170654,4.328858094,7.520191347,1.24399314,46.39910951,33.79796954,117.6104669,1568.19569
6036,20.99076036,6037,44.54459508,8,4.50534722,7385.178501,116.9394645,2,0,5,0,0,3,0,0,0,0.954434003,0.303882708,0.147622655,0.286224044,0.753422497,28491.5,2704216.704,44.54459508,6037,1,5.933198645,-0.000271048,0.10094433,7.298358905,-0.002533271,-3.423461443,0.013727361,5.960491908,-15.98762784,4.703582569,7.44E-06,-1.18E-08,2.421754004,120.1860125,30.3172528,120.1856232,30.3173331,3.200614187,8.578245996,1.321609949,8.53807828,44.54459508,107.8760515,380.3252397
6037,52.93134304,6038,6.943067981,4,3.287845318,11221.94574,37.3183391,3,1,25,11,11,8,0,0,30,2.200559892,0.162331187,0.125937416,0.442120202,0.799558633,60217.25,12522135.98,6.943067981,6038,1,-6.859349434,-0.000445733,0.387449535,7.339669081,-5.281942497,-2.248976732,-0.084528451,297.0486221,129.6881117,4.930277674,-9.69E-05,-1.30E-06,3.180135345,120.162361,30.3173333,120.1623035,30.3173153,3.339254522,7.819864655,1.050035348,35.67571208,6.943067981,22.07989589,247.6988942
6038,95.70072983,6039,29.32244921,8,2.51662664,15867.1243,94.57387128,2,1,8,2,1,1,1,0,5,2.268472752,0.10908204,0.245479593,0.202408734,0.742664515,52057.2,6791399.788,29.32244921,6039,1,17.14342556,-0.000391301,0.06113745,7.300811498,-1.432859305,-2.809172742,0.008104664,37.86861882,-26.45650363,4.737430561,8.54E-06,-8.38E-07,2.671335886,120.1713043,30.3173339,120.1713587,30.3171103,3.236774838,8.328664114,1.211668984,17.46902285,29.32244921,78.33011084,512.2345353
6039,183.4633295,6040,14.26119482,0,4.526815856,3610.97684,106.7746395,2,0,4,0,0,4,0,0,0,1,0.321687941,0.094077039,0.215791381,0.728632244,34870.6,2365485.016,14.26119482,6040,1,4.115805543,-0.000245842,0.088600534,7.298832655,0.015495569,-3.500686642,0.015417831,5.225426389,-2.218892175,4.700867695,1.05E-05,2.86E-08,2.460365263,120.1874317,30.3173351,120.1874216,30.3172243,2.713512359,8.539634737,1.102890046,9.91972911,14.26119482,35.08774834,141.4671894
6040,149.5801091,6041,64.17403109,4,4.612717203,5142.113876,109.7681501,2,0,4,0,0,4,0,0,0,1,0.313161342,0.10414044,0.239031427,0.734214064,34870.6,2502230.533,64.17403109,6041,1,4.115805543,-0.000245842,0.088600534,7.298832655,0.015495569,-3.500686642,0.015417831,5.225426389,-2.218892175,4.700867695,1.05E-05,2.86E-08,2.435548291,120.1874317,30.3173351,120.1868606,30.3172669,3.56413822,8.564451709,1.463382284,9.03168787,64.17403109,156.2989517,579.5998182
6041,62.43775795,6042,6.496175464,4,3.287224595,11014.79022,35.1568663,3,2,26,13,11,8,0,0,30,2.252101822,0.164811774,0.124632545,0.491706664,0.79856366,60217.25,12523302.62,6.496175464,6042,1,-6.859349434,-0.000445733,0.387449535,7.339669081,-5.281942497,-2.248976732,-0.084528451,297.0486221,129.6881117,4.930277674,-9.69E-05,-1.30E-06,3.17011952,120.1622669,30.3173221,120.1622565,30.3173694,3.318505508,7.82988048,1.046807695,35.31730956,6.496175465,20.59365265,229.4274399
6042,53.04653722,6043,6.864108618,4,3.300694374,11066.40922,37.40615454,3,2,25,13,11,8,0,0,30,2.257052681,0.161520734,0.122690988,0.44659164,0.798562603,60217.25,12629908.67,6.864108618,6043,1,-6.859349434,-0.000445733,0.387449535,7.339669081,-5.281942497,-2.248976732,-0.084528451,297.0486221,129.6881117,4.930277674,-9.69E-05,-1.30E-06,3.171743114,120.1623479,30.3173829,120.162361,30.3173333,3.328633605,7.828256886,1.049465069,35.37540764,6.864108616,21.77118924,242.8206404
6043,37.93828339,6044,50.46685464,4,3.287417849,13450.22652,35.29931048,5,1,24,11,10,8,0,0,26,2.227883577,0.160387558,0.129301244,0.426074929,0.799891549,61192,12201566.48,50.46685464,6044,1,-6.859349434,-0.000445733,0.387449535,7.339669081,-5.281942497,-2.248976732,-0.084528451,297.0486221,129.6881117,4.930277674,-9.69E-05,-1.30E-06,2.879190523,120.1623042,30.3172206,120.162646,30.3173469,3.928318854,8.120809477,1.364383087,24.90681533,50.46685464,145.3036896,1256.968629
6044,115.685683,6045,162.4595981,4,4.875334833,16576.60607,45.69061687,4,0,6,2,0,1,0,0,7,1.677421284,0.266126228,0.123276924,0.280884354,0.765272636,20719.83333,2206140.247,162.4595981,6045,1,9.054478353,-0.000297771,0.102104276,7.298117605,-0.042253659,-3.343977757,0.004132397,3.470327772,-25.70261425,4.707404792,7.13E-06,-6.77E-08,2.297931524,120.1822786,30.3178015,120.1808333,30.3179703,4.993964625,8.702068476,2.173243446,4.107261038,162.4595981,373.3210319,667.2639775
6045,85.57382425,6046,31.68297433,4,4.31008324,8369.019177,59.78148467,2,10,40,14,3,5,0,0,32,2.125786818,0.151584924,0.116795013,0.360386121,0.794011437,47637.75,14505965.86,31.68297433,6046,1,-6.859349434,-0.000445733,0.387449535,7.339669081,-5.281942497,-2.248976732,-0.084528451,297.0486221,129.6881117,4.930277674,-9.69E-05,-1.30E-06,3.278267569,120.16333,30.3177601,120.1636146,30.3177624,4.028065466,7.721732431,1.228717724,39.18723885,31.68297433,103.8652672,1241.568283
6046,96.62771697,6047,9.468567596,4,4.122920583,6568.375396,54.71787009,3,7,14,10,0,3,0,0,16,2.145283753,0.148342704,0.147733325,0.332422289,0.799896256,59702,12888027.06,9.468567596,6047,1,-6.859349434,-0.000445733,0.387449535,7.339669081,-5.281942497,-2.248976732,-0.084528451,297.0486221,129.6881117,4.930277674,-9.69E-05,-1.30E-06,3.195329605,120.163975,30.3174393,120.1639097,30.3173942,3.413492668,7.804670395,1.068275605,36.2194178,9.468567595,30.25519435,342.9460057
6047,85.9431287,6048,15.40673335,4,4.132879674,7205.216948,55.93077612,2,5,9,9,0,3,0,0,16,2.120336994,0.14860386,0.14719927,0.330093,0.799656865,59702,12673736.37,15.40673335,6048,1,-6.859349434,-0.000445733,0.387449535,7.339669081,-5.281942497,-2.248976732,-0.084528451,297.0486221,129.6881117,4.930277674,-9.69E-05,-1.30E-06,3.375321242,120.1639097,30.3173942,120.1637713,30.3173947,3.750534185,7.624678758,1.111163624,42.66017113,15.40673335,52.00267435,657.2538813
6048,67.85675632,6049,26.46079891,4,4.143880127,8298.050011,54.63523578,2,5,8,9,1,3,0,0,14,2.267007547,0.149547986,0.145984435,0.326446382,0.800638615,59702,12818693.24,26.46079891,6049,1,-6.859349434,-0.000445733,0.387449535,7.339669081,-5.281942497,-2.248976732,-0.084528451,297.0486221,129.6881117,4.930277674,-9.69E-05,-1.30E-06,3.417469599,120.1637713,30.3173947,120.1635336,30.3173955,4.070209365,7.582530401,1.191000899,44.16839213,26.46079891,90.42897584,1168.730942
6049,3.096284806,6050,53.92576393,8,3.583361868,12226.1907,46.94118987,8,1,6,3,2,4,0,0,20,1.928168768,0.146268761,0.148134588,0.301686059,0.80325118,61192,11455274.26,53.92576393,6050,1,-6.859349434,-0.000445733,0.387449535,7.339669081,-5.281942497,-2.248976732,-0.084528451,297.0486221,129.6881117,4.930277674,-9.69E-05,-1.30E-06,2.540891023,120.1631131,30.3173491,120.1630345,30.3169473,3.530224639,8.459108977,1.389364836,12.80123272,53.92576393,137.0194895,690.3162537
6050,98.3593829,6051,53.61116508,12,3.018074228,11358.80921,150.2641416,3,0,5,1,0,12,0,0,0,1.134969975,0.082020388,0.438099401,0.137846039,0.709903793,42020.25,4394191.583,53.61116508,6051,1,16.20257039,-0.000356816,0.07991061,7.325038368,-0.784768502,-2.36632776,-0.001796136,-21.07675197,-27.42206721,4.74473693,1.60E-06,-2.83E-07,2.421673279,120.1758995,30.314693,120.1757575,30.3150826,3.359085245,8.578326721,1.387092666,8.535189639,53.61116508,129.8287259,457.5814607
6051,99.1647308,6052,56.98892468,4,4.019267637,12694.10567,39.64681194,2,1,6,2,0,6,1,0,5,2.267117876,0.162680467,0.141023053,0.226402017,0.790002656,70620.6,5799600.449,56.98892468,6052,2,5.574819873,-0.000432048,0.318299499,7.352337639,-3.426313573,-1.657636984,-0.019764131,153.9377209,30.14369555,4.880894737,-0.000139756,-1.13E-06,2.961677299,120.1650281,30.314563,120.1645163,30.3145526,4.180372905,8.038322701,1.411488317,27.8584912,56.98892468,168.7828045,1587.625457
6052,91.5754719,6053,39.42118368,4,3.90001655,13356.90633,35.82346255,2,1,8,3,0,6,1,0,7,2.242126373,0.17475392,0.143441453,0.191534485,0.784866603,76809.25,6280837.6,39.42118368,6053,1,6.16535792,-0.0004315,0.314025914,7.351595491,-3.381836437,-1.664574303,-0.018439794,147.8463992,28.59223931,4.877375664,-0.000139987,-1.13E-06,2.915720813,120.1650281,30.314563,120.1648905,30.3142799,3.745553738,8.084279187,1.284606441,26.21400153,39.42118368,114.9411657,1033.386969
6053,225.466944,6054,12.16402174,4,4.223732698,9943.816947,31.45737429,2,0,5,1,0,4,0,0,2,1.784159128,0.192714578,0.187461589,0.138426515,0.775537352,74693.6,5171101.563,12.16402174,6054,1,6.16535792,-0.0004315,0.314025914,7.351595491,-3.381836437,-1.664574303,-0.018439794,147.8463992,28.59223931,4.877375664,-0.000139987,-1.13E-06,2.885878119,120.1655149,30.3146117,120.165624,30.3146064,3.13909473,8.114121881,1.087743349,25.14612175,12.16402174,35.10388418,305.8779716
6054,87.58528814,6055,18.55808227,12,3.875361525,15198.83888,67.23683358,3,1,3,1,0,1,0,1,5,2.221251836,0.130967554,0.208855131,0.346442716,0.723105629,48655,3401539.646,18.55808227,6055,1,19.72313159,-0.000398363,0.069239413,7.328730147,-1.39552915,-2.001533805,-0.014579649,19.79073571,-30.50114713,4.762554715,-7.81E-06,-7.31E-07,2.641141178,120.1712998,30.3150149,120.1713433,30.3148792,2.99485347,8.358858822,1.133924038,16.38854672,18.55808227,49.01451527,304.1399983
6055,118.3588068,6056,30.23943496,8,3.974591666,10272.13158,54.27915756,2,2,4,1,0,5,1,0,3,2.352217001,0.107262361,0.174407649,0.410229475,0.802535016,54180.6,5903699.492,30.23943496,6056,1,-10.73314236,-0.000447189,0.436316389,7.372832397,-4.654568806,-1.46605992,-0.056336276,322.1521897,72.98782693,4.978075471,-0.000133385,-1.24E-06,3.264666129,120.1635677,30.3146836,120.1632961,30.3146879,3.977316151,7.735333871,1.218291854,38.70053001,30.23943496,98.72165907,1170.28216
6056,94.61944939,6057,29.09955424,8,3.900646087,10627.27671,53.62527188,2,2,4,1,0,3,1,0,0,2.118078209,0.107094825,0.1757821,0.398154493,0.803425272,54499.8,5446145.336,29.09955424,6057,1,-10.73314236,-0.000447189,0.436316389,7.372832397,-4.654568806,-1.46605992,-0.056336276,322.1521897,72.98782693,4.978075471,-0.000133385,-1.24E-06,3.258640084,120.1632962,30.3148976,120.1635576,30.314899,3.943147215,7.741359916,1.210059139,38.48489628,29.09955424,94.82497387,1119.893327
6057,184.2823301,6058,19.77146591,8,4.885759087,8356.207992,31.56756815,2,0,2,0,1,0,0,0,0,0.918295834,0.217373664,0.23909626,0.123984424,0.764340383,94028.4,3602938.097,19.77146591,6058,1,6.16535792,-0.0004315,0.314025914,7.351595491,-3.381836437,-1.664574303,-0.018439794,147.8463992,28.59223931,4.877375664,-0.000139987,-1.13E-06,2.833575871,120.1665532,30.3146871,120.1667308,30.3146855,3.237892078,8.166424129,1.142687623,23.2745577,19.77146591,56.02394874,460.1721241
6058,169.476623,6059,14.50081699,8,4.718514586,8339.460025,32.47253831,2,0,2,0,1,0,0,0,0,0.918295834,0.217013236,0.242060707,0.118613172,0.764597188,102810.25,3717261.184,14.50081699,6059,1,6.16535792,-0.0004315,0.314025914,7.351595491,-3.381836437,-1.664574303,-0.018439794,147.8463992,28.59223931,4.877375664,-0.000139987,-1.13E-06,2.819311764,120.166491,30.3147864,120.1665532,30.3146871,3.114270139,8.180688236,1.104620702,22.76413623,14.50081699,40.88232393,330.0985734
6059,101.5025863,6060,9.018440801,8,4.077022565,8777.995984,56.82354128,2,2,3,0,0,3,1,0,1,2.170950594,0.100978548,0.180332192,0.430016541,0.802467068,50309.8,5822796.11,9.018440801,6060,1,-10.73314236,-0.000447189,0.436316389,7.372832397,-4.654568806,-1.46605992,-0.056336276,322.1521897,72.98782693,4.978075471,-0.000133385,-1.24E-06,3.274842645,120.1632961,30.3146879,120.1632151,30.3146892,3.487787958,7.725157355,1.065024594,39.06468264,9.018440801,29.53397453,352.3025278
6060,78.29736415,6061,8.683051543,8,3.983934343,9555.187784,56.5553735,2,2,2,0,0,2,0,0,0,1.584962501,0.100288514,0.179158707,0.418308645,0.804016304,54777.8,5456136.578,8.683051543,6061,1,-10.73314236,-0.000447189,0.436316389,7.372832397,-4.654568806,-1.46605992,-0.056336276,322.1521897,72.98782693,4.978075471,-0.000133385,-1.24E-06,3.167241074,120.1632182,30.3148972,120.1632962,30.3148976,3.365517544,7.832758926,1.062602267,35.21430832,8.683051545,27.5013175,305.7676543
6061,145.5048809,6062,100.3204529,8,3.699748187,13425.78107,48.00366883,6,2,7,2,0,6,1,0,5,2.316131524,0.121198568,0.169714914,0.396421158,0.800598917,53909,6437224.172,100.3204529,6062,1,-10.73314236,-0.000447189,0.436316389,7.372832397,-4.654568806,-1.46605992,-0.056336276,322.1521897,72.98782693,4.978075471,-0.000133385,-1.24E-06,2.686086586,120.1637935,30.3143837,120.1632151,30.3146892,4.63201525,8.313913414,1.724447482,17.99685638,100.3204529,269.4694228,1805.452783
