OBJECTID,Water,BH,dis_ori,Frequency,slope,Buildng,NDVI,Winding,Sport,Life,Education,Finance,Traffic,Public,Scenery,Food,POI,SVI,GVI,VW,VEI,light,POIden,OrigLen,BH_1,FREQUENC_1,SUM_C_INTR,SUM_C_BUIL,SUM_C_NDVI,SUM_C_POI,SUM_C_WIND,SUM_C_SLOP,SUM_C_WATE,SUM_C_SVI,SUM_C_GVI,SUM_C_VW,SUM_C_LIGH,SUM_C_POID,score_ori,dis_ori,Score,distance,Total,dij_W1,startX,startY,endX,endY,Shape_Length,toatl_ori1
270,157.8657243,3757,86.66440444,4,5.316526436,26182.60332,45.49234694,2,2,25,4,7,21,3,1,6,2.365753187,0.050655841,0.304746858,0.209642228,0.755517193,31996,17169148.16,86.66440444,3757,2,20.79366359,-0.000419665,0.200002085,8.563816449,2.877301915,0.15575877,-0.048225802,80.4716184,-28.01104437,6.769735794,-2.06E-05,-1.79E-07,31.3571855,86.66440444,3.05945091,1.625817553,4.974108994,7.94054909,120.1726361,30.2684575,120.171859,30.2684167,86.66440444,2717.551806
12,307.4769653,86,339.1569373,80,5.558265561,42172.37205,85.9529257,2,2,19,3,2,12,2,1,89,1.554480616,0.13482703,0.158081048,0.164708016,0.761431448,36820.5,12248567.42,339.1569373,86,3,13.41037859,-0.000424922,0.213217491,8.565570019,3.511839369,0.153243466,-0.028383187,91.17080985,-34.75140735,6.776816753,-2.67E-05,-1.82E-07,30.9856555,339.1569373,3.049068229,3.449428571,10.51754306,7.950931771,120.1683581,30.2697195,120.1686145,30.2670843,339.1569373,10509.00002
306,317.281728,4069,36.64067929,4,4.59361865,19558.92116,59.3295482,2,2,10,5,0,16,1,0,3,2.085566638,0.060339492,0.272087228,0.217961694,0.767613084,43775.5,9103685.723,36.64067929,4069,1,13.40276454,-0.00041551,0.214623614,8.538630284,3.299375068,0.171619399,-0.030264299,83.19356154,-24.44071983,6.751132194,-1.94E-05,-1.84E-07,30.92002218,36.64067929,3.047234057,1.264524428,3.853301902,7.952765943,120.1717209,30.2701444,120.1720463,30.2701874,36.64067929,1132.930616
189,95.58829523,3185,86.70241204,40,10.14607281,24361.95581,44.73501658,2,18,59,18,22,26,3,1,40,2.546123446,0.067990411,0.306599314,0.198146541,0.757363542,40517.33333,26059097.48,86.70241204,3185,1,23.83551289,-0.000433671,0.227058945,8.629939563,2.667613154,0.120151689,-0.060606376,124.6581264,-62.57660739,6.819942299,-3.65E-05,-1.73E-07,30.82141681,86.70241204,3.044478456,1.626092061,4.950602247,7.955521544,120.1680435,30.2619963,120.1680839,30.2613211,86.70241204,2672.29118
313,426.229842,4076,38.32644887,64,6.262002164,19942.2265,44.13687201,2,12,4,5,0,8,2,1,0,2.230337797,0.063149074,0.195692494,0.184879552,0.733196373,34641.66667,7335441.505,38.32644887,4076,1,5.343733751,-0.000421182,0.278321793,8.541550747,3.906764026,0.168672404,-0.012279164,78.10090432,-26.14482372,6.759353063,-2.31E-05,-1.87E-07,30.80791391,38.32644887,3.044101108,1.27669979,3.886403245,7.955898892,120.1695588,30.2706124,120.1695889,30.2703147,38.32644887,1180.757937
78,170.536089,817,115.9809557,4,5.500388775,27735.09677,51.50957072,2,2,18,7,1,27,1,0,3,1.986931447,0.051186891,0.294406587,0.220678045,0.754494584,36952.42857,14882508.19,115.9809557,817,2,22.38694137,-0.000418752,0.197329553,8.563371666,2.50659351,0.156207796,-0.051256865,78.18442802,-25.95305962,6.768413849,-8.67E-06,-1.79E-07,29.95826605,115.9809557,3.020357067,1.837554452,5.550070575,7.979642933,120.1725491,30.2693587,120.1726361,30.2684575,115.9809557,3474.588328
226,307.8853631,3496,151.3988942,28,5.663971184,26146.11586,40.11650678,5,5,77,17,19,23,6,0,66,2.27540724,0.067402018,0.226080252,0.150175384,0.760924431,39246,24603333.7,151.3988942,3496,1,24.87782151,-0.000423436,0.23122448,8.587158586,2.441266494,0.142748934,-0.062099074,87.4280029,-35.36606003,6.786452181,-3.05E-05,-1.76E-07,29.90886101,151.3988942,3.018976407,2.093358226,6.319799096,7.981023593,120.171977,30.26696,120.1722473,30.2658443,151.3988942,4528.168484
127,326.2110012,1528,198.3271041,16,7.558078371,28643.38956,38.8177903,3,12,95,26,32,60,1,0,70,2.355296229,0.097742443,0.189580901,0.278785857,0.779110309,44353.71429,24643156.35,198.3271041,1528,2,8.704337718,-0.00041535,0.467079564,8.623845755,1.809157507,0.135430256,-0.084391966,95.7493731,36.55585738,6.79449991,3.48E-05,-1.66E-07,29.80645217,198.3271041,3.016114515,2.432294192,7.336077819,7.983885485,120.1812191,30.2610291,120.1794851,30.2613638,198.3271041,5911.427342
314,278.3828636,4226,132.5426922,80,6.060937597,20164.97724,45.5541498,2,2,125,33,31,26,0,0,17,1.953841523,0.067519616,0.28033852,0.216253775,0.752178321,29334.57143,24007077.42,132.5426922,4226,1,29.73308276,-0.000414545,0.185007281,8.561320898,0.797364649,0.158278129,-0.065232218,67.638857,-16.46428929,6.762318742,4.64E-05,-1.77E-07,29.46040718,132.5426922,3.006444031,1.957170525,5.884123642,7.993555969,120.1726656,30.2673741,120.1738555,30.2674108,132.5426922,3904.761681
197,318.9830999,3208,181.4989232,16,5.444327444,26768.77015,38.08904856,2,15,84,15,13,30,0,0,61,2.2119972,0.116887765,0.188551834,0.206848372,0.776524994,43287.83333,20282950.9,181.4989232,3208,1,1.64342818,-0.000412314,0.46135369,8.622676755,2.340393376,0.137018036,-0.083830479,111.6701985,50.77848308,6.790243184,5.78E-05,-1.65E-07,29.13057643,181.4989232,2.997226666,2.310753742,6.925852734,8.002773334,120.1812191,30.2610291,120.181249,30.2624442,181.4989232,5287.168254
58,274.318803,603,216.9656706,32,5.611709228,34332.78952,30.10572967,5,4,73,22,26,28,4,1,48,2.391062377,0.061977457,0.276553209,0.165456054,0.760429855,29449.57143,20661911.71,216.9656706,603,2,20.81139597,-0.000419654,0.199972341,8.563811499,2.873176118,0.155763767,-0.048259536,80.44616313,-27.98814004,6.769721082,-2.05E-05,-1.79E-07,28.96252208,216.9656706,2.992530262,2.566910036,7.681555961,8.007469738,120.171859,30.2684167,120.1726656,30.2673741,216.9656706,6283.873025
14,341.3950056,100,339.502847,48,7.553752828,36240.73329,40.72769886,2,10,60,23,5,33,2,0,23,2.312381622,0.113825133,0.208963203,0.228105218,0.758886973,40812.18182,9280898.4,339.502847,100,2,6.782373381,-0.000391621,0.264685597,8.519175404,0.430164341,0.190530221,-0.075154742,120.8303799,42.98292196,6.711762561,0.000156956,-1.67E-07,28.83683344,339.502847,2.989017799,3.451926881,10.31787089,8.010982201,120.1817329,30.2697663,120.1815673,30.2724096,339.502847,9790.187051
47,99.56098903,533,106.9915182,24,9.324355253,27456.79992,49.05304908,2,16,40,15,18,26,4,0,39,2.576684217,0.058923194,0.314623089,0.242222039,0.754697702,41502.6,23430472.81,106.9915182,533,2,23.53648088,-0.00043275,0.215024565,8.622636457,2.794282652,0.123476769,-0.059285043,124.9346839,-63.41643398,6.815277228,-3.69E-05,-1.74E-07,28.72033057,106.9915182,2.98576204,1.77262882,5.292647843,8.01423796,120.1679937,30.2628295,120.1680435,30.2619963,106.9915182,3072.831771
161,245.423271,3067,32.70552397,24,8.403153557,22203.99368,22.82626011,2,13,62,28,12,22,4,0,64,2.38680268,0.06737435,0.245487119,0.202889115,0.773812997,37056.5,26649000.23,32.70552397,3067,1,27.1299411,-0.000425095,0.430636985,8.627325801,0.379514221,0.125377686,-0.078947289,67.03920584,-9.331111519,6.808215005,-3.26E-05,-1.70E-07,28.41776966,32.70552397,2.977306751,1.236103023,3.680257874,8.022693249,120.1728775,30.2611664,120.1728722,30.2609114,32.70552397,929.4180468
137,311.6697001,1833,74.2835,76,5.477773732,24856.04145,39.60582638,2,7,58,27,6,21,3,0,36,2.326458133,0.056069551,0.262708674,0.232422872,0.77399647,31638,24775382.2,74.2835,1833,1,27.1299411,-0.000425095,0.430636985,8.627325801,0.379514221,0.125377686,-0.078947289,67.03920584,-9.331111519,6.808215005,-3.26E-05,-1.70E-07,28.17664729,74.2835,2.970568407,1.53639727,4.563973192,8.029431593,120.1735486,30.2613468,120.1728813,30.2613468,74.2835,2093.059979
76,379.2229395,811,153.8812594,48,4.150125189,30674.21881,63.39775034,4,5,48,10,1,21,1,3,28,2.216462047,0.030513727,0.311764164,0.302309128,0.743237277,47350.14286,18727753.75,153.8812594,811,2,27.98245997,-0.000423324,0.363813436,8.607476544,0.718209458,0.133794891,-0.074495441,69.96661335,-13.96361972,6.796511168,-2.69E-05,-1.72E-07,27.65507431,153.8812594,2.955992663,2.111286948,6.240948728,8.044007337,120.1722327,30.263962,120.1735309,30.2637257,153.8812594,4255.597664
285,311.4548047,3928,87.90725585,36,6.983774886,25580.14867,39.80852289,2,5,63,5,13,15,7,0,121,1.885793624,0.127805362,0.161752529,0.1220834,0.764439726,30719.75,21045867.68,87.90725585,3928,2,24.32455191,-0.000424097,0.22241492,8.587424287,2.540951961,0.14234804,-0.060023039,91.69244363,-38.61483074,6.787370987,-3.09E-05,-1.76E-07,27.55039849,87.90725585,2.953067419,1.634793967,4.827656802,8.046932581,120.1698179,30.2669601,120.1706075,30.2669501,87.90725585,2421.879929
239,246.2710352,3591,117.8833188,4,4.791360521,29955.22437,32.93293751,3,4,27,5,7,19,4,1,8,2.490769221,0.050698153,0.286250525,0.157865067,0.758870389,32051.25,14218234.14,117.8833188,3591,1,20.59280331,-0.00041978,0.200339004,8.563872522,2.924036134,0.155702162,-0.047843684,80.75995839,-28.27048901,6.769902448,-2.21E-05,-1.79E-07,27.49555278,117.8833188,2.951534715,1.851294146,5.464158941,8.048465285,120.1717771,30.2693331,120.171859,30.2684167,117.8833188,3241.267014
55,499.6891919,600,131.6411338,60,5.558039527,25711.0839,55.24517997,2,10,8,10,0,10,2,1,2,2.457477712,0.056354005,0.233464262,0.193391603,0.745674746,39142,7720012.125,131.6411338,600,2,11.11167106,-0.000417122,0.232732303,8.53946054,3.472049044,0.170781601,-0.025151324,81.74577532,-24.92517775,6.753469296,-2.05E-05,-1.85E-07,27.42169013,131.6411338,2.949470568,1.950659077,5.753411537,8.050529432,120.1695889,30.2703147,120.1707679,30.2703942,131.6411338,3609.822379
7,362.6239502,76,68.27038053,4,4.473796979,21380.05745,54.7246416,2,3,11,7,0,19,1,0,3,2.097485482,0.054156385,0.276552518,0.197829334,0.76032233,42252.5,8918437.622,68.27038053,76,1,13.40276454,-0.00041551,0.214623614,8.538630284,3.299375068,0.171619399,-0.030264299,83.19356154,-24.44071983,6.751132194,-1.94E-05,-1.84E-07,27.18814435,68.27038053,2.942943958,1.492967903,4.39372087,8.057056042,120.1711146,30.2700643,120.1717209,30.2701444,68.27038053,1856.144961
81,257.8331294,820,86.00139278,4,4.885898495,26087.129,53.84863769,2,3,20,4,1,20,2,1,4,2.224414054,0.047081345,0.307662296,0.19289668,0.754732951,44915.75,12076481.34,86.00139278,820,1,20.59280331,-0.00041978,0.200339004,8.563872522,2.924036134,0.155702162,-0.047843684,80.75995839,-28.27048901,6.769902448,-2.21E-05,-1.79E-07,27.00506445,86.00139278,2.937827654,1.621028994,4.762303808,8.062172346,120.1717771,30.2693331,120.1725491,30.2693587,86.00139278,2322.473155
267,310.4825584,3749,71.68985624,0,4.634285797,22304.2836,57.878469,2,6,49,16,3,13,0,1,33,2.175423839,0.060940192,0.22615322,0.200139237,0.752296974,51518.25,22841666.65,71.68985624,3749,1,24.87782151,-0.000423436,0.23122448,8.587158586,2.441266494,0.142748934,-0.062099074,87.4280029,-35.36606003,6.786452181,-3.05E-05,-1.76E-07,26.8592378,71.68985624,2.93375242,1.517664846,4.452452914,8.06624758,120.1716045,30.2651246,120.1722485,30.2651253,71.68985624,1925.534897
36,567.1472168,436,84.35124871,4,4.946693384,21417.31754,54.30122814,3,3,15,9,0,14,2,2,14,2.450549672,0.101323054,0.237368119,0.245472761,0.770891726,58486.8,16901726.98,84.35124871,436,1,16.04915111,-0.000408797,0.39834553,8.580488719,-0.84286014,0.154102233,-0.080525758,85.44434627,34.18551447,6.765431204,0.000146292,-1.69E-07,26.64880932,84.35124871,2.92787184,1.609110935,4.711270595,8.07212816,120.1781945,30.2649631,120.1789509,30.2649253,84.35124871,2247.860343
179,307.5447149,3105,166.1269139,20,6.286042492,24201.02923,23.15431299,2,6,50,10,34,51,3,0,63,2.349049771,0.110335984,0.203175025,0.165375724,0.767376953,41822.28571,23824565.72,166.1269139,3105,1,22.45487413,-0.000420858,0.471534424,8.625879906,0.45505658,0.131227944,-0.083559157,60.93461192,20.19414464,6.802266685,-2.02E-05,-1.68E-07,26.5812084,166.1269139,2.925982682,2.199730398,6.436373049,8.074017318,120.1773483,30.2605441,120.1773002,30.2618389,166.1269139,4415.854119
283,208.71286,3924,79.47582537,36,6.231004323,21190.65595,29.50273937,2,2,149,32,35,24,5,0,57,2.09232065,0.061808045,0.252911968,0.145483014,0.760090972,30415.5,24814636.02,79.47582537,3924,2,25.47493402,-0.000422946,0.237595764,8.586947748,2.238333355,0.143004068,-0.063246159,84.67265628,-32.61143565,6.785754921,-2.69E-05,-1.76E-07,26.45043734,79.47582537,2.922328187,1.573898505,4.599447965,8.077671813,120.171977,30.26696,120.1726909,30.2669531,79.47582537,2102.170339
186,267.9543401,3180,2.566914126,20,4.684968266,23435.54039,30.33352515,2,7,54,25,2,20,2,0,19,2.223157496,0.03990654,0.267038129,0.258544561,0.774360264,32576,24325220.79,2.566914126,3180,1,27.1299411,-0.000425095,0.430636985,8.627325801,0.379514221,0.125377686,-0.078947289,67.03920584,-9.331111519,6.808215005,-3.26E-05,-1.70E-07,26.34796854,2.566914127,2.919464621,1.018428859,2.973267022,8.080535379,120.1731941,30.2616179,120.1731872,30.2615988,2.566914126,67.63297266
38,145.3438733,439,43.59361048,36,8.864014387,27242.28258,29.73706939,3,17,52,19,20,29,2,0,27,2.529724192,0.06810825,0.297367607,0.20074309,0.762713003,36156,25855502.08,43.59361048,439,1,23.83551289,-0.000433671,0.227058945,8.629939563,2.667613154,0.120151689,-0.060606376,124.6581264,-62.57660739,6.819942299,-3.65E-05,-1.73E-07,26.32784037,43.59361048,2.918902124,1.314741525,3.837601829,8.081097876,120.1686807,30.261433,120.1686817,30.2617726,43.59361048,1147.725618
185,281.3187982,3179,33.48870219,16,4.826827088,25476.05889,33.07450948,3,8,61,27,3,21,3,0,34,2.269912993,0.040912986,0.266320231,0.246930418,0.773067738,32576,24905888.84,33.48870219,3179,1,27.1299411,-0.000425095,0.430636985,8.627325801,0.379514221,0.125377686,-0.078947289,67.03920584,-9.331111519,6.808215005,-3.26E-05,-1.70E-07,26.30286597,33.48870219,2.918204196,1.241759477,3.623707715,8.081795804,120.1731872,30.2615988,120.1728869,30.2616097,33.48870219,880.8488452
146,259.5682631,2969,154.5576682,12,4.882972271,33834.58973,70.28221729,2,7,43,25,1,10,0,1,38,2.152041884,0.054564627,0.201100144,0.21842383,0.738205854,74446.5,19017544.29,154.5576682,2969,2,24.49626563,-0.000428891,0.242279046,8.609494878,2.47696833,0.130561187,-0.062210106,107.3270369,-50.30551889,6.804239633,-3.71E-05,-1.74E-07,26.1349581,154.5576682,2.913511886,2.116172268,6.165493054,8.086488114,120.1692319,30.2646428,120.1706192,30.2646911,154.5576682,4039.358182
169,269.5607803,3076,23.13776693,24,6.580198518,21936.53559,23.63451519,2,7,51,25,6,21,3,0,40,2.352668667,0.057562782,0.251301712,0.218721295,0.774119034,35879.5,26740701.05,23.13776693,3076,1,27.1299411,-0.000425095,0.430636985,8.627325801,0.379514221,0.125377686,-0.078947289,67.03920584,-9.331111519,6.808215005,-3.26E-05,-1.70E-07,25.8694335,23.13776693,2.906091603,1.167000515,3.391410398,8.093908397,120.1728813,30.2613468,120.1728775,30.2611664,23.13776693,598.5609229
304,407.9332456,4067,36.56438335,8,4.399955828,19608.96815,49.53540358,2,4,9,9,0,11,1,0,2,2.250136173,0.045052133,0.282750094,0.181847407,0.752031127,40472.25,8701243.802,36.56438335,4067,1,13.40276454,-0.00041551,0.214623614,8.538630284,3.299375068,0.171619399,-0.030264299,83.19356154,-24.44071983,6.751132194,-1.94E-05,-1.84E-07,25.78753458,36.56438335,2.903802877,1.263973385,3.670329553,8.096197123,120.1707895,30.2700236,120.1711146,30.2700643,36.56438335,942.9053
310,444.3043776,4073,47.58958342,12,4.578292178,20372.80638,54.58293013,2,9,7,10,0,12,1,0,2,2.274146141,0.04422108,0.282542405,0.184262074,0.74912116,40472.25,8674591.737,47.58958342,4073,1,13.40276454,-0.00041551,0.214623614,8.538630284,3.299375068,0.171619399,-0.030264299,83.19356154,-24.44071983,6.751132194,-1.94E-05,-1.84E-07,25.64547867,47.58958342,2.899833019,1.343602181,3.89622197,8.100166981,120.1707679,30.2703942,120.1707895,30.2700236,47.58958342,1220.457647
284,267.4293983,3927,56.37570239,28,6.54649133,20331.99754,31.43770058,2,4,85,14,19,21,7,0,80,2.173941272,0.07229404,0.224206718,0.12947094,0.762478363,30536,24425354.65,56.37570239,3927,1,24.87782151,-0.000423436,0.23122448,8.587158586,2.441266494,0.142748934,-0.062099074,87.4280029,-35.36606003,6.786452181,-3.05E-05,-1.76E-07,25.45751863,56.37570239,2.894580336,1.407059358,4.07284635,8.105419664,120.1714706,30.2669649,120.171977,30.26696,56.37570239,1435.185494
134,520.6779942,1736,282.9903828,4,5.495920615,28808.25178,46.26214773,4,5,34,12,0,24,1,1,33,2.198568504,0.145221672,0.223641034,0.186639457,0.774385823,54366.14286,13662089.06,282.9903828,1736,2,7.618506686,-0.000411625,0.444407572,8.602666908,1.253969667,0.144434785,-0.082989366,97.41591291,43.26153109,6.779864907,8.61E-05,-1.67E-07,25.31866288,282.9903828,2.890699909,3.043769257,8.798623515,8.109300091,120.1814279,30.2643893,120.1789515,30.264676,282.9903828,7164.9381
13,479.9569315,87,130.0808783,60,5.166379968,26008.73395,51.45470892,2,5,14,9,0,11,1,1,3,2.362827762,0.05548642,0.252011689,0.181651069,0.750265253,39019,8120670.302,130.0808783,87,2,11.37388245,-0.000416938,0.230659797,8.539365518,3.452286828,0.170877485,-0.025736494,81.91147176,-24.86973244,6.753201819,-2.04E-05,-1.85E-07,25.22146127,130.0808783,2.887983538,1.939390233,5.600927066,8.112016462,120.1696329,30.269879,120.1707895,30.2700236,130.0808783,3280.829834
292,299.0545722,4031,16.79504278,28,6.182751446,17535.73762,36.26952234,2,3,70,5,12,21,7,0,79,2.046809593,0.07318971,0.213195363,0.129346514,0.760705051,30536,24451710.02,16.79504278,4031,1,24.87782151,-0.000423436,0.23122448,8.587158586,2.441266494,0.142748934,-0.062099074,87.4280029,-35.36606003,6.786452181,-3.05E-05,-1.76E-07,25.11352935,16.79504278,2.8849673,1.121190599,3.234598217,8.1150327,120.1714706,30.2669649,120.1714818,30.2668343,16.79504278,421.7827998
135,294.1363657,1831,33.71926319,20,5.360484634,24185.02925,30.13282443,2,8,62,24,6,21,3,0,42,2.301666351,0.050032188,0.256331427,0.231790811,0.774189277,32576,25976617.82,33.71926319,1831,1,27.1299411,-0.000425095,0.430636985,8.627325801,0.379514221,0.125377686,-0.078947289,67.03920584,-9.331111519,6.808215005,-3.26E-05,-1.70E-07,24.95370611,33.71926319,2.880500921,1.243424689,3.581685961,8.119499079,120.1728869,30.2616097,120.1728813,30.2613468,33.71926319,841.4205839
291,355.8955491,4030,14.91484959,28,6.690528284,18610.83526,33.8575554,2,4,59,8,13,17,7,0,92,2.061417645,0.104587445,0.181772872,0.129541182,0.763316492,31718.33333,22541492.9,14.91484959,4030,1,24.87782151,-0.000423436,0.23122448,8.587158586,2.441266494,0.142748934,-0.062099074,87.4280029,-35.36606003,6.786452181,-3.05E-05,-1.76E-07,24.92637957,14.91484959,2.879737261,1.107611026,3.189628741,8.120262739,120.1706075,30.2669501,120.1706081,30.2668338,14.91484959,371.7732021
246,340.0533011,3626,104.2353118,4,4.275726252,26766.99951,49.14711431,2,2,15,5,1,19,1,1,4,2.232387039,0.05448725,0.280302422,0.20260913,0.76470287,43775.5,10552430.88,104.2353118,3626,2,15.21600559,-0.000416586,0.211021208,8.544996072,3.204719116,0.167605264,-0.034697608,82.57983618,-25.40654142,6.755865826,-2.01E-05,-1.83E-07,24.77870452,104.2353118,2.875610372,1.752722298,5.040146418,8.124389628,120.1717209,30.2701444,120.1717771,30.2693331,104.2353118,2582.815992
39,236.765721,440,44.65057117,20,7.357298609,25677.0093,22.64652752,3,3,64,12,21,25,1,2,20,2.286831271,0.084920998,0.219445072,0.195742201,0.779026926,34042.4,27142324.52,44.65057117,440,1,23.83551289,-0.000433671,0.227058945,8.629939563,2.667613154,0.120151689,-0.060606376,124.6581264,-62.57660739,6.819942299,-3.65E-05,-1.73E-07,24.37138753,44.65057117,2.864227596,1.322375355,3.787583983,8.135772404,120.1697833,30.261198,120.1694228,30.2612805,44.65057117,1088.196373
116,319.3498657,1243,92.20609679,20,4.908907065,22998.9147,55.04363965,2,5,56,6,7,18,0,1,46,2.074874342,0.062199011,0.232762582,0.180434608,0.756125871,51518.25,23829100.35,92.20609679,1243,1,24.87782151,-0.000423436,0.23122448,8.587158586,2.441266494,0.142748934,-0.062099074,87.4280029,-35.36606003,6.786452181,-3.05E-05,-1.76E-07,24.10361879,92.20609679,2.856744599,1.665842069,4.758885332,8.143255401,120.1722473,30.2658443,120.1722485,30.2651253,92.20609679,2222.500607
140,295.4400091,2134,61.02304046,20,4.994720577,28564.86859,34.00596679,2,10,77,34,5,23,3,0,50,2.255563742,0.03839373,0.268284599,0.247428568,0.772220651,32576,25120704.12,61.02304046,2134,1,27.1299411,-0.000425095,0.430636985,8.627325801,0.379514221,0.125377686,-0.078947289,67.03920584,-9.331111519,6.808215005,-3.26E-05,-1.70E-07,23.57349983,61.02304046,2.841930031,1.440624457,4.094153909,8.158069969,120.1726564,30.2617105,120.1731941,30.2616179,61.02304046,1438.526634
201,401.6023839,3250,100.6772267,40,4.932513269,21622.83206,28.42197888,2,7,60,11,6,13,0,0,21,2.069314022,0.108444034,0.209170713,0.217880931,0.773002442,36314,15758952.74,100.6772267,3250,1,16.04915111,-0.000408797,0.39834553,8.580488719,-0.84286014,0.154102233,-0.080525758,85.44434627,34.18551447,6.765431204,0.000146292,-1.69E-07,23.56320302,100.6772267,2.841642279,1.727024257,4.907585146,8.158357721,120.1789468,30.2666362,120.1798467,30.266558,100.6772267,2372.277932
29,208.4769367,279,19.90522906,20,7.440831847,22807.50863,20.54722687,2,3,54,10,16,20,1,1,18,2.273934786,0.083399034,0.228967968,0.197518448,0.777340147,32316.66667,26727227.68,19.90522906,279,1,23.83551289,-0.000433671,0.227058945,8.629939563,2.667613154,0.120151689,-0.060606376,124.6581264,-62.57660739,6.819942299,-3.65E-05,-1.73E-07,23.44592812,19.90522906,2.838364945,1.143653719,3.246106625,8.161635055,120.1694228,30.2612805,120.1694433,30.2614347,19.90522906,466.6965698
138,337.6439993,1834,128.2240129,32,4.855980942,30598.01943,36.83408852,8,7,64,30,6,24,3,0,52,2.283326391,0.032782345,0.281920208,0.262504602,0.768857068,32576,23335853.29,128.2240129,1834,1,27.1299411,-0.000425095,0.430636985,8.627325801,0.379514221,0.125377686,-0.078947289,67.03920584,-9.331111519,6.808215005,-3.26E-05,-1.70E-07,22.99716543,128.2240129,2.825823938,1.925979142,5.442477965,8.174176062,120.1727397,30.2621943,120.1731941,30.2616179,128.2240129,2948.788837
206,399.8253479,3344,79.70449134,48,4.368306848,23705.51928,45.41557313,2,3,34,7,4,17,1,1,36,2.210925023,0.018664165,0.314811774,0.295246516,0.757354216,37897.5,20378447.04,79.70449134,3344,1,28.76892066,-0.000422054,0.392576923,8.607002232,0.241183766,0.134483489,-0.077268877,62.45521395,-5.47799957,6.794731137,-2.31E-05,-1.72E-07,22.8704057,79.70449134,2.822281543,1.57555003,4.446645771,8.177718457,120.1734661,30.2626717,120.1727503,30.2626863,79.70449134,1822.874053
211,115.5249293,3362,143.9258304,24,8.09104582,29796.94707,52.60426441,2,7,57,3,12,26,3,0,42,2.206523326,0.052669138,0.308263958,0.250040999,0.753565054,43857.42857,21758221.57,143.9258304,3362,1,23.0311072,-0.000431193,0.194686077,8.610293974,3.008358164,0.129096261,-0.057051947,125.4020749,-64.83576785,6.80739311,-3.75E-05,-1.75E-07,22.76340631,143.9258304,2.819291366,2.039384505,5.749619128,8.180708634,120.1692851,30.2628837,120.1679937,30.2628295,143.9258304,3276.242156
165,266.8717781,3072,25.89291346,20,7.674414243,23286.84681,23.68761921,2,2,57,10,18,22,1,2,22,2.282748496,0.089134946,0.203454203,0.198301754,0.781834234,34633.25,27266865.96,25.89291346,3072,1,23.83551289,-0.000433671,0.227058945,8.629939563,2.667613154,0.120151689,-0.060606376,124.6581264,-62.57660739,6.819942299,-3.65E-05,-1.73E-07,22.65528925,25.89291346,2.816269954,1.186899383,3.342629071,8.183730046,120.1697833,30.261198,120.1697862,30.2609961,25.89291346,586.611444
184,205.9610527,3178,14.08478919,20,7.506110177,23308.40718,18.25786343,2,3,47,10,14,19,1,1,17,2.320387918,0.077920303,0.234572958,0.200871167,0.774929057,31648.75,26770582.89,14.08478919,3178,1,23.83551289,-0.000433671,0.227058945,8.629939562,2.667613154,0.120151689,-0.060606376,124.6581264,-62.57660739,6.819942299,-3.65E-05,-1.73E-07,22.27612889,14.08478919,2.805674036,1.101615968,3.090775319,8.194325964,120.1694433,30.2614347,120.1694579,30.2615438,14.08478919,313.7545794
159,256.1766541,3064,75.61374788,20,7.41968004,27279.83921,22.28083667,3,3,85,15,33,26,1,2,24,2.224295257,0.087145511,0.217821064,0.18908984,0.778923365,34042.4,27002831.16,75.61374788,3064,1,23.83551289,-0.000433671,0.227058945,8.629939563,2.667613154,0.120151689,-0.060606376,124.6581264,-62.57660739,6.819942299,-3.65E-05,-1.73E-07,22.24230367,75.61374788,2.804728765,1.5460049,4.336124413,8.195271235,120.1697862,30.2609961,120.1694228,30.2612805,75.61374788,1681.823942
91,163.1796189,874,84.89247965,32,8.089366415,30655.5466,25.05573698,2,15,70,20,23,27,2,1,29,2.469904789,0.075097072,0.267453424,0.211424537,0.767598208,35522,26726166.44,84.89247965,874,1,23.83551289,-0.000433671,0.227058945,8.629939563,2.667613154,0.120151689,-0.060606376,124.6581264,-62.57660739,6.819942299,-3.65E-05,-1.73E-07,22.11545844,84.89247965,2.801183981,1.613019941,4.51836562,8.198816019,120.1694433,30.2614347,120.1686807,30.261433,84.89247965,1877.436106
245,322.7031417,3625,64.09089652,4,4.542139016,25910.54843,38.80455061,2,2,14,5,1,16,1,1,4,2.30232686,0.047009282,0.294869803,0.162522121,0.756496508,37379.4,11485277.49,64.09089652,3625,1,20.59280331,-0.00041978,0.200339004,8.563872522,2.924036134,0.155702162,-0.047843684,80.75995839,-28.27048901,6.769902448,-2.21E-05,-1.79E-07,21.99822617,64.09089652,2.797907838,1.46278185,4.092728803,8.202092162,120.1712032,30.2692932,120.1717771,30.2693331,64.09089652,1409.886037
64,435.2538639,609,178.5368246,32,4.971094838,27731.14106,30.56167139,2,7,55,15,6,18,1,0,21,2.234898907,0.103824984,0.223405038,0.245980819,0.782933759,32463.16667,13810352.08,178.5368246,609,2,19.16841832,-0.00040622,0.315779002,8.567252188,-1.094983613,0.160839678,-0.076916073,90.74325204,28.84476029,6.755475388,0.000148986,-1.70E-07,21.85277474,178.5368246,2.79384309,2.289360176,6.396113109,8.20615691,120.18007,30.2679366,120.1798467,30.266558,178.5368246,3901.525011
